Class,CSORD_SumCyclomaticStrict,CSLEX_NumberOfConditionalJumpStatements,CSORD_LogCyclomaticStrict,CSORD_CSNOMNAMM,CSORD_NIM,CSORD_LogStmtDecl,CSORD_CountDeclMethodPrivate,CSORD_CountDeclClassMethod,CSORD_NumberOfClassConstructors,CSORD_MinLineCode,CSORD_SumCyclomatic,CSLEX_NumberOfReturnAndPrintStatements,CSORD_MaxInheritanceTree,CSLEX_NumberOfIdentifies,CSORD_CountDeclMethodPublic,Label_Combine1,Label_LineCoverage,Label_BranchCoverage,Coverageability1,Tests
com.hf.sfm.sfmis.personinfo.business.PersonInfoMgr,7,2,0.9030899869919436,2,23,0.9542425094393248,0,0,0,20,6,2,2,92,2,28.1,41.9,14.3,27.43851810143733,2.6
com.hf.sfm.system.business.Login,8,3,0.9542425094393248,4,12,1.230448921378274,0,0,1,2,8,0,2,137,5,40.7,41.4,40.0,37.78019524400954,6.0
com.hf.sfm.system.business.MenuManage,7,2,0.9030899869919436,2,23,0.9542425094393248,0,0,0,19,6,5,2,108,2,28.35,42.4,14.3,27.60032443885548,2.8
com.hf.sfm.system.business.WorkerMgr,7,2,0.9030899869919436,2,23,0.9542425094393248,0,0,0,20,6,2,2,102,2,29.05,43.8,14.3,28.19772379819943,3.0
com.hf.sfm.util.BasePara,32,3,1.5185139398778875,2,12,1.4771212547196624,0,0,0,3,32,15,1,163,27,98.2,96.4,100.0,54.13396001425107,41.0
com.hf.sfm.util.DaoFactory,18,4,1.2787536009528289,10,12,1.0791812460476249,0,0,1,2,18,2,1,126,11,64.5,51.2,77.8,50.828002036140745,17.0
com.hf.sfm.util.DataSource,5,0,0.7781512503836436,1,12,1.0413926851582251,0,1,0,4,5,9,1,145,5,78.85,57.7,100.0,71.47033517496041,7.6
com.hf.sfm.util.HibernateSessionFactory,7,2,0.9030899869919436,3,12,0.7781512503836436,0,3,0,4,7,1,1,95,3,54.2,41.7,66.7,51.832381060763566,4.0
com.hf.sfm.util.Loader,57,37,1.7634279935629371,5,12,1.724275869600789,0,0,0,3,56,10,1,615,18,42.05,46.3,37.8,26.268729296165432,32.6
com.hf.sfm.util.OddParamsOfArrayInLoader,4,0,0.6989700043360189,0,44,0.6989700043360189,0,0,4,2,4,0,1,22,4,100.0,100.0,100.0,97.06617486471404,3.0
wheel.Asset,29,14,1.4771212547196624,2,12,1.2041199826559248,0,0,2,3,27,17,1,166,13,91.0,91.8,90.2,59.62189734394551,29.4
wheel.DefaultResourceManager,19,8,1.3010299956639813,4,12,1.3617278360175928,0,0,1,3,19,7,1,241,6,81.25,78.7,83.8,60.86703547951026,20.4
wheel.DevelopmentResourceManager,33,23,1.5314789170422551,4,20,1.4471580313422192,3,0,1,5,33,11,2,293,2,84.65,86.7,82.6,69.96190423278622,13.8
wheel.EngineImpl,140,75,2.14921911265538,15,18,1.9242792860618816,4,0,1,3,127,40,2,1190,30,26.75,31.7,21.8,15.282717940033136,38.6
wheel.MessageSourceResourceBundleImpl,15,16,1.2041199826559248,3,12,1.1760912590556811,2,0,0,11,15,15,1,221,2,21.9,28.1,15.7,20.757084951520973,4.6
wheel.Messages,14,11,1.1760912590556811,1,12,1.0791812460476249,0,0,1,3,14,2,1,164,3,27.1,32.5,21.7,26.07099348032017,3.6
wheel.MultipartEngineImpl,8,4,0.9542425094393248,1,54,1.0,0,0,1,3,8,2,3,135,2,27.2,36.4,18.0,25.55121324956517,5.2
wheel.WheelServlet,25,14,1.414973347970818,5,12,1.3979400086720375,2,0,0,3,22,4,2,289,3,26.8,26.6,27.0,24.21952975956523,7.8
wheel.asm.AnnotationWriter,46,37,1.6720978579357175,7,12,1.6127838567197357,0,1,1,7,46,3,1,478,5,67.0,68.7,65.3,41.11389448074468,33.8
wheel.asm.Attribute,12,3,1.1139433523068367,5,12,1.2552725051033058,0,0,1,3,12,10,1,139,2,100.0,100.0,100.0,79.2738117290701,16.6
wheel.asm.ByteVector,33,19,1.5314789170422551,9,12,1.5440680443502757,1,0,2,3,30,8,1,295,8,67.2,77.9,56.5,44.42355381929183,28.8
wheel.asm.ClassAdapter,10,0,1.0413926851582251,9,12,1.0413926851582251,0,0,1,3,10,3,1,119,10,100.0,100.0,100.0,71.64083740023823,23.4
wheel.asm.ClassReader,352,198,2.5477747053878224,19,12,2.220108088040055,7,1,4,3,322,32,1,2620,19,35.8,40.0,31.6,22.835396178319872,31.2
wheel.asm.ClassWriter,124,76,2.096910013008056,30,12,1.934498451243568,5,0,2,2,111,39,1,1241,18,91.15,93.4,88.9,26.48958572240492,84.0
wheel.asm.FieldWriter,45,26,1.662757831681574,4,12,1.0413926851582251,0,0,1,2,32,3,1,267,3,99.5,100.0,99.0,76.33567122171144,18.8
wheel.asm.Frame,275,71,2.4409090820652177,12,12,1.6720978579357175,11,2,0,7,264,22,1,1344,0,36.2,24.7,47.7,21.370302755676587,36.4
wheel.asm.Item,30,3,1.4913616938342726,1,12,1.0,0,0,3,2,26,9,1,203,0,96.95,99.6,94.3,60.38480523816148,32.8
wheel.asm.Label,36,22,1.568201724066995,8,12,1.3424226808222062,1,0,1,2,33,10,1,256,3,85.9,87.2,84.6,51.932704005528535,34.8
wheel.asm.MethodAdapter,25,0,1.414973347970818,24,12,1.414973347970818,0,0,1,3,25,3,1,226,25,100.0,100.0,100.0,45.83311621571219,53.4
wheel.asm.MethodWriter,467,309,2.670245853074124,39,12,2.255272505103306,10,7,1,2,407,20,1,3506,24,24.25,25.9,22.6,9.520160927180097,63.8
wheel.asm.Type,130,56,2.1172712956557644,3,12,1.7993405494535817,5,14,2,3,126,83,1,660,23,64.75,62.8,66.7,18.374375968207723,85.6
wheel.components.ActionExpression,61,33,1.792391689498254,15,20,1.5910646070264989,1,0,1,3,59,34,2,335,25,82.55,88.5,76.6,25.538356688062077,79.8
wheel.components.Any,4,1,0.6989700043360189,2,238,0.6020599913279624,0,0,1,3,4,1,3,31,3,80.35,85.7,75.0,72.39750262937044,8.0
wheel.components.Block,10,3,1.0413926851582251,4,238,0.9542425094393248,0,0,2,3,9,4,3,67,4,98.35,96.7,100.0,76.35749036169769,18.0
wheel.components.Checkbox,9,3,1.0,4,266,0.8450980400142568,0,0,1,3,8,3,4,68,3,66.4,67.8,65.0,56.03446086462274,12.4
wheel.components.CheckboxGroup,16,12,1.230448921378274,3,273,1.2041199826559248,0,0,1,3,16,1,5,155,3,55.35,61.4,49.3,44.00890618587924,16.4
wheel.components.Component,353,116,2.549003262025788,193,12,2.598790506763115,2,0,4,2,323,214,1,2829,201,48.25,48.4,48.1,4.576879029667702,159.2
wheel.components.ComponentCreator,204,61,2.3117538610557538,142,12,2.4983105537896004,2,0,1,3,204,133,1,2069,141,51.55,50.8,52.3,4.089858463794144,171.2
wheel.components.DateInput,10,2,1.0413926851582251,4,266,0.8450980400142568,0,0,1,3,8,3,4,105,4,89.55,79.1,100.0,75.34587835521167,12.6
wheel.components.ElExpression,13,3,1.146128035678238,3,20,0.8450980400142568,0,0,1,3,10,3,2,95,5,80.0,85.0,75.0,66.51369323357201,13.4
wheel.components.Expression,13,5,1.146128035678238,6,12,1.0,0,0,1,3,13,10,1,55,7,100.0,100.0,100.0,68.92058320244605,26.0
wheel.components.Form,82,50,1.919078092376074,21,238,1.7853298350107671,2,0,2,1,80,21,3,521,22,54.85,58.2,51.5,25.06471723918151,53.6
wheel.components.FormElement,73,34,1.869231719730976,22,238,1.6334684555795864,0,0,1,3,64,25,3,433,23,49.15000000000001,53.2,45.1,26.06574380508432,43.6
wheel.components.Hidden,5,0,0.7781512503836436,4,266,0.7781512503836436,0,0,1,3,5,3,4,44,3,92.0,84.0,100.0,79.74690220683205,10.6
wheel.components.Image,7,3,0.9030899869919436,3,238,0.7781512503836436,1,0,1,3,7,4,3,76,2,33.35,36.7,30.0,30.138855129906734,7.8
wheel.components.Label,14,7,1.1760912590556811,3,238,1.1139433523068367,1,0,1,3,13,2,3,126,5,47.75,51.5,44.0,40.29586605852012,12.4
wheel.components.Link,12,7,1.1139433523068367,3,238,0.8450980400142568,0,0,1,3,11,3,3,78,3,81.2,80.0,82.4,67.31066743067487,13.6
wheel.components.NumberInput,14,6,1.1760912590556811,4,266,0.9542425094393248,0,0,2,3,13,3,4,119,4,96.15,93.5,98.8,75.54390040854162,17.2
wheel.components.Radio,5,0,0.7781512503836436,4,266,0.7781512503836436,0,0,1,3,5,3,4,44,3,94.0,88.0,100.0,80.7558927630297,11.2
wheel.components.RadioGroup,13,9,1.146128035678238,3,273,1.1139433523068367,0,0,1,3,13,1,5,126,3,54.4,58.8,50.0,42.23535816651097,18.0
wheel.components.RenderableComponent,84,58,1.9294189257142929,16,217,1.7075701760979365,0,0,4,1,78,17,2,673,16,45.1,53.0,37.2,32.310017667507445,23.4
wheel.components.RenderableComponentConfiguration,9,0,1.0,4,12,1.0,0,0,1,3,9,8,1,48,9,100.0,100.0,100.0,69.12611543077693,25.8
wheel.components.Select,14,8,1.1760912590556811,4,273,1.230448921378274,0,0,2,3,14,2,5,153,3,97.2,97.4,97.0,69.84255637053768,23.2
wheel.components.SelectModelFormElement,10,3,1.0413926851582251,6,266,1.0413926851582251,0,0,1,2,10,2,4,77,5,89.2,90.4,88.0,80.37158972669377,8.0
wheel.components.StandaloneComponent,125,69,2.1003705451175634,35,238,2.012837224705172,2,0,3,2,116,25,3,949,36,37.40000000000001,44.2,30.6,18.302127404825004,49.0
wheel.components.Submit,5,0,0.7781512503836436,4,266,0.7781512503836436,0,0,1,3,5,3,4,45,3,94.0,88.0,100.0,81.72351852048283,10.4
wheel.components.TableBlock,6,0,0.8450980400142568,4,244,0.9542425094393248,0,0,2,3,6,4,4,48,4,100.0,100.0,100.0,78.56879917685035,17.2
wheel.components.TableRow,6,0,0.8450980400142568,5,244,0.8450980400142568,0,0,1,3,6,5,4,24,5,100.0,100.0,100.0,83.63874218953961,13.0
wheel.components.TextArea,5,1,0.7781512503836436,3,266,0.6989700043360189,0,0,1,3,5,2,4,45,4,100.0,100.0,100.0,85.14648882247157,11.8
wheel.components.TextInput,5,1,0.7781512503836436,3,266,0.6989700043360189,0,0,1,3,5,2,4,46,3,94.55,89.1,100.0,82.20168804374097,10.4
wheel.components.Validations,17,5,1.2552725051033058,4,12,0.9030899869919436,1,1,1,1,13,11,1,65,5,100.0,100.0,100.0,80.46291890500615,15.6
wheel.components.XmlEntityRef,3,0,0.6020599913279624,2,238,0.6020599913279624,0,0,1,3,3,1,3,28,3,100.0,100.0,100.0,95.3473582658406,4.2
wheel.enhance.WheelAnnotatedField,115,52,2.0644579892269186,5,12,1.4913616938342726,0,0,1,3,82,68,1,359,30,97.1,97.2,97.0,13.72717841576827,132.4
wheel.enhance.WheelAnnotationVisitor,9,1,1.0,6,12,0.9542425094393248,0,0,1,3,9,4,1,67,8,100.0,100.0,100.0,79.03810742149513,16.8
wheel.enhance.WheelClassAdapter,29,16,1.4771212547196624,7,22,1.3979400086720375,2,0,1,3,27,4,2,595,7,15.3,13.6,17.0,12.796727554999562,13.0
wheel.enhance.WheelFieldVisitor,10,5,1.0413926851582251,3,12,0.9030899869919436,0,0,1,3,10,3,1,130,5,96.15,100.0,92.3,81.62493037447096,12.0
wheel.enhance.WheelMethodAdapter,56,21,1.7558748556724917,17,37,1.380211241711606,0,0,1,3,43,6,2,426,22,78.65,84.3,73.0,37.58227199872865,50.6
wheel.json.JSONArray,104,40,2.0211892990699383,35,12,1.880813592280792,0,0,5,3,97,61,1,635,47,85.1,87.8,82.4,24.149179843930145,85.6
wheel.json.JSONObject,199,97,2.3010299956639813,40,12,2.0827853703164503,0,8,7,3,175,93,1,1251,53,79.35,82.9,75.8,14.578449041731105,114.8
wheel.json.JSONStringer,3,1,0.6020599913279624,1,26,0.4771212547196624,0,0,1,3,3,1,2,14,2,83.35,66.7,100.0,79.70902142831444,4.0
wheel.json.JSONTokener,95,40,1.9822712330395684,15,12,1.5314789170422551,0,1,1,3,74,33,1,313,16,71.3,78.6,64.0,27.0892376772523,66.0
wheel.json.JSONWriter,39,16,1.6020599913279625,13,12,1.1760912590556811,4,0,1,3,33,17,1,178,10,90.65,89.7,91.6,64.55680748245781,23.8
wheel.persistence.SessionStore,46,24,1.6720978579357175,7,12,1.380211241711606,1,0,1,3,36,6,1,402,9,95.3,96.9,93.7,68.27371804242703,23.4
wheel.persistence.StoredObject,14,2,1.1760912590556811,2,12,1.0791812460476249,0,0,2,3,13,7,1,85,11,100.0,100.0,100.0,78.10227756558632,17.6
wheel.util.CalendarConversionHandler,4,1,0.6989700043360189,2,14,0.6989700043360189,0,0,0,5,4,3,2,47,2,83.0,66.0,100.0,77.50581690065643,5.6
wheel.util.ComponentStore,9,5,1.0,3,12,0.7781512503836436,0,0,0,4,9,4,1,55,4,100.0,100.0,100.0,87.4592240198017,10.0
wheel.util.DateConversionHandler,4,1,0.6989700043360189,2,14,0.4771212547196624,0,0,0,5,4,3,2,29,2,94.3,88.6,100.0,88.05781365942049,5.6
wheel.util.DynamicSelectModel,31,12,1.505149978319906,9,12,1.4771212547196624,0,0,2,2,31,16,1,256,19,65.1,62.7,67.5,37.63835496948499,37.8
wheel.util.LinkToDomain,33,24,1.5314789170422551,3,12,1.462397997898956,1,0,1,3,33,21,1,278,7,54.5,51.6,57.4,42.06175284510616,18.4
wheel.util.ProjectCreator,7,4,0.9030899869919436,3,12,1.1139433523068367,2,3,0,9,7,3,1,148,1,93.7,87.4,100.0,86.20446369032591,6.6
wheel.util.StringSelectModel,7,0,0.9030899869919436,3,12,0.9030899869919436,0,0,0,3,7,5,1,63,7,100.0,100.0,100.0,82.40270166457105,14.0
wheel.util.WheelURL,19,10,1.3010299956639813,2,12,1.2041199826559248,0,0,1,3,19,8,1,145,9,90.15,91.0,89.3,69.78302705214837,18.2
wheel.util.WrappedException,1,0,0.3010299956639812,0,54,0.3010299956639812,0,0,1,3,1,0,2,16,1,100.0,100.0,100.0,100.0,1.0
org.character.CharServer,3,0,0.6020599913279624,2,12,0.6020599913279624,1,1,1,3,3,1,1,50,2,53.35,40.0,66.7,52.56157635467981,2.0
org.character.data.XMLCharacter,4,1,0.6989700043360189,2,12,0.9030899869919436,0,0,1,4,4,2,1,115,3,100.0,100.0,100.0,94.21842302867243,5.0
org.character.data.config.CharConfig,108,1,2.037426497940624,9,12,2.0211892990699383,0,5,0,4,107,51,1,476,104,94.3,92.3,96.3,6.965532118474623,176.0
org.character.data.config.XMLCharConfig,6,1,0.8450980400142568,2,12,1.0,0,0,1,4,6,3,1,105,5,100.0,100.0,100.0,88.77111238009871,9.0
org.character.data.map.MapIndex,10,1,1.0413926851582251,3,12,1.0,0,5,1,4,10,3,1,111,7,100.0,100.0,100.0,83.39005966268444,13.2
org.character.data.map.MapServerConnection,1,0,0.3010299956639812,1,12,0.3010299956639812,0,1,0,5,1,0,1,41,1,100.0,100.0,100.0,97.06617486471404,3.0
org.character.data.map.TXTMapPersistence,11,6,1.0791812460476249,2,12,1.1139433523068367,0,0,0,4,10,3,1,147,4,99.4,100.0,98.8,81.90828545458363,14.0
org.character.data.map.XMLMapPersistence,6,1,0.8450980400142568,2,12,1.0413926851582251,0,0,1,4,6,3,1,139,5,95.25,90.5,100.0,84.30307924442249,9.2
org.character.data.subnet.Subnet,14,0,1.1760912590556811,4,12,1.2041199826559248,0,2,1,4,14,8,1,114,14,98.15,96.3,100.0,68.86499152973718,24.8
org.character.data.subnet.TXTSubnet,9,3,1.0,2,12,1.0791812460476249,0,0,0,4,8,4,1,128,4,93.8,96.7,90.9,83.26730341253258,9.0
org.character.data.subnet.XMLSubnet,6,1,0.8450980400142568,2,12,1.0,0,0,1,1,6,3,1,113,5,100.0,100.0,100.0,87.4592240198017,10.0
org.character.net.packet.ClientConnect,1,0,0.3010299956639812,1,12,0.4771212547196624,0,0,0,5,1,1,1,24,1,100.0,100.0,100.0,100.0,1.0
org.character.parse.FromClient,1,0,0.3010299956639812,1,12,0.3010299956639812,0,0,0,5,1,1,1,59,1,83.35,66.7,100.0,82.11822660098522,2.0
org.javathena.Main,5,1,0.7781512503836436,2,12,0.6020599913279624,0,2,0,4,4,0,1,36,2,96.15,92.3,100.0,89.25223028775227,6.0
org.javathena.conf.LoginAthena,69,1,1.845098040014257,12,12,1.863322860120456,0,1,1,4,69,35,1,361,68,99.15,98.3,100.0,25.655240032877305,91.8
org.javathena.core.data.Auth_data,50,5,1.7075701760979365,2,12,1.6720978579357175,0,0,1,4,49,22,1,238,44,100.0,100.0,100.0,32.15789261310727,77.2
org.javathena.core.data.IndexedFastMap,6,0,0.8450980400142568,1,12,0.8450980400142568,0,0,1,4,6,2,1,64,6,100.0,100.0,100.0,91.4542192517872,7.0
org.javathena.core.data.Packet,22,15,1.3617278360175928,12,12,1.3010299956639813,0,0,1,4,21,9,1,182,17,90.85,100.0,81.7,33.40464744163894,68.2
org.javathena.core.data.Socket_data,64,11,1.812913356642856,9,16,1.662757831681574,0,0,2,4,64,30,1,360,43,79.5,67.9,91.1,33.12560694570572,59.8
org.javathena.core.net.SessionPacket,15,3,1.2041199826559248,6,12,1.1139433523068367,0,1,2,4,12,4,1,87,4,100.0,100.0,100.0,71.64083740023823,23.4
org.javathena.core.utiles.Functions,128,41,2.110589710299249,50,12,2.012837224705172,1,52,1,3,106,67,1,1050,52,80.19999999999997,82.8,77.6,10.094882938832496,140.2
org.javathena.core.utiles.MultilanguageManagement,176,2,2.247973266361807,2,12,2.250420002308894,0,173,0,4,176,171,1,1444,173,76.2,52.4,100.0,5.463431385809985,178.0
org.javathena.data.MySQLDBManagement,12,0,1.1139433523068367,8,12,1.0791812460476249,0,0,1,3,12,7,1,103,11,88.9,77.8,100.0,72.17340076827949,15.0
org.javathena.data.TXTDBManagement,10,0,1.0413926851582251,7,12,1.0413926851582251,0,0,1,3,10,6,1,89,10,100.0,100.0,100.0,79.03810742149513,16.8
org.javathena.data.XMLDBManagementLogin,3,0,0.6020599913279624,3,22,0.6020599913279624,0,0,0,4,3,2,2,25,3,90.0,80.0,100.0,83.79256918616895,5.8
org.javathena.login.Login,156,64,2.1958996524092336,24,12,1.8195439355418688,1,17,1,3,138,38,1,1585,36,46.7,54.0,39.4,19.228294383233536,60.6
org.javathena.login.UserManagement,222,104,2.3483048630481607,48,12,2.3502480183341627,7,65,1,3,197,66,1,2900,59,18.65,21.9,15.4,5.701404748526294,80.6
org.javathena.utiles.ConfigurationManagement,124,49,2.096910013008056,14,12,1.8920946026904804,2,63,1,3,116,41,1,973,62,53.35,57.6,49.1,15.643450144487044,83.4
org.javathena.utiles.sql.MySQLConfig,71,21,1.8573324964312683,7,12,1.7853298350107671,1,46,1,3,69,25,1,507,46,69.0,70.6,67.4,26.92744953116523,64.2
ipac.BinaryCalculate,62,45,1.7993405494535817,8,12,1.792391689498254,7,0,0,4,57,8,1,662,4,87.15,86.9,87.4,57.783603972355074,28.6
ipac.IPAC,11,4,1.0791812460476249,5,723,1.414973347970818,3,1,1,3,11,2,1,333,3,5.75,1.0,10.5,5.665024630541873,2.0
ipac.IPAC_Applet,12,4,1.1139433523068367,6,556,1.414973347970818,4,0,0,10,12,2,1,325,2,2.25,0.0,4.5,2.25,1.0
ipac.IPv4,94,73,1.9777236052888485,23,698,2.133538908370217,25,0,1,3,92,10,1,1564,3,30.7,40.3,21.1,29.35893170784947,4.0
ipac.IPv6,89,69,1.954242509439325,22,698,2.12057393120585,24,0,1,3,88,10,1,1525,3,31.7,41.4,22.0,30.49632816701657,3.6
ipac.Output,6,3,0.8450980400142568,1,723,1.3424226808222062,0,0,1,31,6,3,1,227,2,3.85,0.0,7.7,3.85,1.0
ipac.URLOpener,8,5,0.9542425094393248,0,12,0.9030899869919436,0,0,1,31,7,0,1,72,1,38.4,43.5,33.3,38.4,1.0
ipac.WhoIS,29,16,1.4771212547196624,11,698,1.7558748556724917,10,0,1,4,29,7,1,670,3,50.25,69.6,30.9,47.48594722921182,4.8
ipac.WhoISOutput,5,2,0.7781512503836436,1,723,1.2787536009528289,0,0,1,26,5,3,1,209,2,4.55,0.0,9.1,4.55,1.0
net.sf.xbus.admin.Administrator,50,26,1.7075701760979365,9,12,1.7075701760979365,1,0,0,4,45,31,1,624,11,64.0,69.6,58.4,44.9043245838327,24.8
net.sf.xbus.admin.html.AdminDispatcherServlet,27,22,1.4471580313422192,2,12,1.4471580313422192,1,0,0,23,27,0,1,384,1,75.1,67.2,83.0,58.13317062247745,18.2
net.sf.xbus.admin.html.AdministrationBean,9,0,1.0,1,12,1.0,0,0,0,4,9,6,1,65,9,96.9,93.8,100.0,83.74455188400957,10.8
net.sf.xbus.admin.html.ConfigurationBean,19,13,1.3010299956639813,2,12,1.3222192947339193,2,0,1,4,19,3,1,456,4,4.35,5.3,3.4,4.35,1.0
net.sf.xbus.admin.html.DeletedMessageStoreBean,3,1,0.6020599913279624,0,12,0.6989700043360189,0,0,0,19,3,1,1,42,1,33.3,33.3,33.3,33.3,1.0
net.sf.xbus.admin.html.JournalBean,59,32,1.7781512503836436,2,12,1.5185139398778875,2,0,0,4,53,7,1,1180,19,60.7,59.2,62.2,35.51494693497066,37.0
net.sf.xbus.admin.html.NavigationBean,12,9,1.1139433523068367,1,12,0.6989700043360189,1,0,0,11,12,1,1,253,2,100.0,100.0,100.0,90.1026790658002,8.0
net.sf.xbus.admin.html.ReadJournal,51,23,1.7160033436347992,2,12,1.6020599913279625,0,1,0,4,50,14,1,395,26,72.80000000000003,67.2,78.4,36.48438407546347,47.4
net.sf.xbus.admin.html.ReceiverThreadBean,7,3,0.9030899869919436,0,12,1.0791812460476249,0,0,0,19,7,2,1,91,2,49.25,65.2,33.3,48.52216748768473,2.0
net.sf.xbus.admin.html.SelectionBean,5,1,0.7781512503836436,0,12,1.0,0,0,0,6,5,4,1,95,3,55.0,50.0,60.0,53.38639617559272,3.0
net.sf.xbus.admin.jmx.Administrator,11,0,1.0791812460476249,8,12,1.0791812460476249,0,0,0,4,11,11,1,82,11,100.0,100.0,100.0,68.92058320244605,26.0
net.sf.xbus.admin.jmx.AdministratorJMXConnector,13,0,1.146128035678238,8,12,1.2552725051033058,1,12,0,3,13,12,1,148,11,90.0,80.0,100.0,76.40399099014444,12.0
net.sf.xbus.admin.soap.SOAPAdministrator,2,0,0.4771212547196624,1,12,0.6989700043360189,0,0,0,19,2,1,1,75,1,66.65,33.3,100.0,66.65,1.0
net.sf.xbus.application.Adapter,55,35,1.7481880270062005,5,12,1.5314789170422551,3,3,0,4,50,9,1,624,5,27.1,28.0,26.2,24.056971455006757,9.0
net.sf.xbus.application.ApplicationFactory,4,3,0.6989700043360189,1,12,1.0791812460476249,0,1,0,36,4,0,1,111,1,11.9,9.5,14.3,11.724137931034484,2.0
net.sf.xbus.application.PostProcessor,14,8,1.1760912590556811,3,12,1.230448921378274,2,1,1,4,14,0,1,218,2,1.7,3.4,0.0,1.7,1.0
net.sf.xbus.application.PreProcessor,10,9,1.0413926851582251,1,12,0.9542425094393248,0,1,0,71,10,0,1,152,1,8.35,11.4,5.3,8.226600985221676,2.0
net.sf.xbus.application.Router,27,14,1.4471580313422192,6,12,1.505149978319906,5,0,0,4,25,4,1,389,4,10.9,13.5,8.3,10.423855231777177,4.0
net.sf.xbus.base.bytearraylist.ByteArrayConverterAS400,11,6,1.0791812460476249,3,12,1.1139433523068367,0,0,1,4,11,4,1,159,4,4.7,9.4,0.0,4.7,1.0
net.sf.xbus.base.bytearraylist.ByteArrayConverterFactory,2,1,0.4771212547196624,0,12,0.6020599913279624,0,1,0,15,2,2,1,52,1,56.8,63.6,50.0,55.960591133004925,2.0
net.sf.xbus.base.bytearraylist.ByteArrayConverterFile,14,6,1.1760912590556811,3,12,1.0413926851582251,0,0,1,13,14,4,1,153,4,2.8,5.6,0.0,2.8,1.0
net.sf.xbus.base.bytearraylist.ByteArrayList,38,20,1.5910646070264989,8,12,1.57978359661681,1,1,1,4,31,10,1,357,10,81.15,77.6,84.7,58.83313779462366,22.6
net.sf.xbus.base.core.ASCIITokenizer,12,5,1.1139433523068367,3,25,1.0791812460476249,1,0,2,4,12,5,1,84,6,100.0,100.0,100.0,80.94354113197063,15.2
net.sf.xbus.base.core.Constants,10,5,1.0413926851582251,0,12,0.9542425094393248,0,5,0,5,10,7,1,353,5,72.1,75.0,69.2,64.00397202605116,9.0
net.sf.xbus.base.core.MessageHandler,18,11,1.2787536009528289,1,12,1.380211241711606,2,1,1,6,17,9,1,273,3,22.75,27.0,18.5,21.43469123902298,5.0
net.sf.xbus.base.core.TAManager,20,7,1.3222192947339193,8,12,1.3979400086720375,1,2,1,4,20,1,1,175,9,75.30000000000003,64.4,86.2,69.27637263480835,6.6
net.sf.xbus.base.core.arithmetic.XIntSupport,3,2,0.6020599913279624,1,12,0.4771212547196624,0,1,0,12,3,1,1,19,1,100.0,100.0,100.0,93.10285465129884,5.8
net.sf.xbus.base.core.bytearrays.XByteArraySupport,8,4,0.9542425094393248,2,12,1.2041199826559248,0,2,0,21,8,2,1,151,2,100.0,100.0,100.0,86.42368615480864,10.8
net.sf.xbus.base.core.config.Configuration,59,32,1.7781512503836436,4,12,1.8512583487190752,5,8,1,4,58,31,1,768,18,10.9,10.0,11.8,9.533055418158384,10.0
net.sf.xbus.base.core.config.PropertiesSource,23,13,1.380211241711606,4,12,1.4471580313422192,3,0,1,9,19,11,1,322,2,32.4,28.7,36.1,30.984670597209213,4.0
net.sf.xbus.base.core.reflection.ReflectionSupport,22,4,1.3617278360175928,4,12,1.3617278360175928,0,4,0,26,18,5,1,347,4,19.450000000000006,21.3,17.6,18.0546633291397,6.0
net.sf.xbus.base.core.reflection.XBUSClassLoader,13,5,1.146128035678238,2,107,1.0413926851582251,3,3,1,3,10,2,1,148,1,16.85,16.1,17.6,16.85,1.0
net.sf.xbus.base.core.strings.CardinalityStrings,23,14,1.380211241711606,2,12,1.0791812460476249,0,4,0,9,19,4,1,149,4,79.9,83.4,76.4,58.620983512303866,21.8
net.sf.xbus.base.core.strings.XStringSupport,16,10,1.230448921378274,3,12,1.1760912590556811,0,4,0,12,14,4,1,146,4,95.5,95.0,96.0,72.61530974298618,19.4
net.sf.xbus.base.core.timeoutcall.FutureResult,19,8,1.3010299956639813,5,12,1.1760912590556811,0,0,1,3,19,8,1,117,10,79.35,79.5,79.2,64.80503604338921,14.6
net.sf.xbus.base.core.timeoutcall.TimedCallable,4,0,0.6989700043360189,2,14,0.6989700043360189,0,0,1,3,4,1,2,65,3,100.0,100.0,100.0,97.06617486471404,3.0
net.sf.xbus.base.core.tools.DelayedStart,13,3,1.146128035678238,2,12,1.0791812460476249,2,1,1,4,13,3,1,118,1,78.25,59.0,97.5,74.16629668751216,4.6
net.sf.xbus.base.core.trace.ConsoleTrace,5,2,0.7781512503836436,1,12,0.4771212547196624,0,0,0,4,5,3,1,40,2,56.1,45.5,66.7,54.45412409910458,3.0
net.sf.xbus.base.core.trace.FileTrace,10,3,1.0413926851582251,1,12,1.0,0,0,1,16,10,6,1,141,3,10.0,5.7,14.3,10.0,1.0
net.sf.xbus.base.core.trace.Formatter,8,2,0.9542425094393248,1,12,0.8450980400142568,0,1,0,36,7,1,1,83,1,72.35,68.2,76.5,66.16712762866803,7.0
net.sf.xbus.base.core.trace.Trace,23,11,1.380211241711606,9,12,1.230448921378274,1,11,0,4,23,11,1,188,10,50.65000000000001,44.2,57.1,42.74315425893287,12.4
net.sf.xbus.base.core.trace.TraceFileRenamer,7,4,0.9030899869919436,1,12,0.9030899869919436,0,1,0,33,6,0,1,77,1,10.45,11.8,9.1,10.295566502463055,2.0
net.sf.xbus.base.deletedMessageStore.DeletedMessageStore,37,18,1.57978359661681,5,12,1.6812412373755872,5,6,1,4,36,10,1,635,7,9.25,10.7,7.8,8.586408010002168,6.0
